49, 0 1 49 49. 0.999997 49.000004;
50, 0 1 50 50. 0.999997 50.000004;
51, 0 1 51 51. 0.999997 51.000004;
52, 0 1 52 52. 0.999997 52.000004;
53, 0 1 53 53. 0.999997 53.000004;
54, 0 1 54 54. 1. 54.000004;
55, 0 1 55 55. 1. 55.000004;
56, 0 1 56 56. 1. 56.000004;
57, 0 1 57 57. 1. 57.000004;
58, 0 1 58 58. 1. 58.000004;
59, 0 1 59 59. 1. 59.000004;
60, 0 2 0 60. 1. 60.;
61, 0 2 1 61.006077 0.987944 61.000015;
62, 0 2 2 62.022652 0.981612 62.000011;
63, 0 2 3 63.0434 0.977428 63.000019;
64, 0 2 4 64.069504 0.971374 64.000008;
65, 0 2 5 65.103058 0.963376 65.;
66, 0 2 6 66.146324 0.953384 66.000008;
67, 0 2 7 67.201744 0.941311 67.000023;
68, 0 2 8 68.272018 0.92705 68.000015;
69, 0 2 9 69.360229 0.91047 69.;
70, 0 2 10 70.469978 0.891387 70.000008;
71, 0 2 11 71.605446 0.869624 71.000008;
72, 0 2 12 72.771454 0.846953 72.000015;
73, 0 3 0 73.962173 0.832684 73.;
74, 0 3 1 75.163155 0.832604 74.000015;
75, 0 3 2 76.358368 0.844119 75.000015;
76, 0 3 3 77.534355 0.855409 76.000015;
77, 0 3 4 78.700134 0.858741 77.000015;
78, 0 3 5 79.867645 0.852645 78.000008;
79, 0 3 6 81.050888 0.835805 79.000015;
80, 0 3 7 82.266754 0.807238 80.000008;
81, 0 3 8 83.536255 0.766502 81.;
82, 0 3 9 84.885826 0.714321 82.;
83, 0 3 10 86.347527 0.653987 83.000015;
84, 0 3 11 87.952881 0.593944 84.000008;
85, 0 4 0 89.670502 0.577703 85.;
86, 0 4 1 91.396942 0.58344 86.000008;
87, 0 4 2 93.073128 0.614099 87.000008;
88, 0 4 3 94.640182 0.665527 88.000008;
89, 0 4 4 96.078094 0.727025 89.;
90, 0 4 5 97.397781 0.788789 90.000015;
91, 0 4 6 98.62159 0.844818 91.000008;
92, 0 4 7 99.77227 0.89211 92.;
93, 0 4 8 100.869301 0.929575 93.;
94, 0 4 9 101.928528 0.957138 94.000008;
95, 0 4 10 102.962631 0.975522 95.000008;
96, 0 4 11 103.981674 0.985963 96.000023;
97, 0 4 12 104.993309 0.99018 97.000023;
98, 0 4 13 106.002449 0.991561 98.;
99, 0 5 0 107.010803 0.991758 99.;
100, 0 5 1 108.019119 0.991755 100.;
101, 0 5 2 109.027458 0.991688 101.000015;
102, 0 5 3 110.03624 0.989914 102.000023;
103, 0 5 4 111.049049 0.984645 103.000015;
104, 0 5 5 112.067848 0.978161 104.;
105, 0 5 6 113.094467 0.969568 105.;
106, 0 5 7 114.13179 0.957948 106.000015;
107, 0 5 8 115.183807 0.942475 107.;
108, 0 5 9 116.255806 0.922507 108.000008;
109, 0 5 10 117.354172 0.897703 109.000023;
110, 0 5 11 118.486397 0.868125 110.000015;
111, 0 5 12 119.660881 0.834358 111.000015;
112, 0 5 13 120.88633 0.797636 112.000015;
113, 0 5 14 122.170631 0.759984 113.000015;
114, 0 5 15 123.518982 0.724173 114.000008;
115, 0 5 16 124.931137 0.693458 115.000008;
116, 0 5 17 126.398933 0.670784 116.000015;
117, 0 5 18 127.906281 0.657735 117.000015;
118, 0 5 19 129.432953 0.65365 118.000015;
119, 0 5 20 130.9608 0.656193 119.;
120, 0 5 21 132.482834 0.656961 120.000015;
121, 0 6 0 134.005035 0.656929 121.;
122, 0 6 1 135.508408 0.681 122.000008;
123, 0 6 2 136.923965 0.73421 123.000015;
124, 0 6 3 138.23143 0.797632 124.000015;
125, 0 6 4 139.435379 0.86436 125.000008;
126, 0 6 5 140.55098 0.928451 126.000015;
127, 0 6 6 141.594666 0.987389 127.;
128, 0 6 7 142.58075 1.040261 128.000015;
129, 0 6 8 143.520676 1.086889 129.000015;
130, 0 6 9 144.423553 1.127532 130.000015;
131, 0 6 10 145.2966 1.162556 131.000015;
132, 0 6 11 146.145584 1.192525 132.000015;
133, 0 6 12 146.975098 1.217835 133.000015;
134, 0 6 13 147.78894 1.239064 134.000015;
135, 0 6 14 148.590118 1.256694 135.000015;
136, 0 6 15 149.381134 1.271205 136.000031;
137, 0 6 16 150.163986 1.28308 137.000015;
138, 0 6 17 150.940323 1.292786 138.000015;
139, 0 6 18 151.71138 1.300776 139.000015;
140, 0 6 19 152.478134 1.307416 140.000015;
141, 0 6 20 153.241318 1.313122 141.000031;
142, 0 6 21 154.001343 1.318238 142.000015;
143, 0 6 22 154.75853 1.322913 143.000015;
144, 0 6 23 155.514359 1.323139 144.000015;
145, 0 6 24 156.270111 1.323192 145.000015;
146, 0 7 0 157.025848 1.323196 146.;
147, 0 7 1 157.781754 1.322422 147.000015;
148, 0 7 2 158.538528 1.320075 148.;
149, 0 7 3 159.297104 1.316204 149.;
150, 0 7 4 160.059372 1.30724 150.000015;
151, 0 7 5 160.827286 1.297026 151.;
152, 0 7 6 161.601593 1.285793 152.000015;
153, 0 7 7 162.382965 1.273621 153.;
154, 0 7 8 163.172134 1.260606 154.000015;
155, 0 7 9 163.969727 1.246841 155.000015;
156, 0 7 10 164.776398 1.232412 156.000015;
157, 0 7 11 165.592728 1.217483 157.000015;
158, 0 7 12 166.41925 1.202185 158.000015;
159, 0 7 13 167.256485 1.186589 159.;
160, 0 7 14 168.104828 1.170919 160.;
161, 0 7 15 168.9646 1.15533 161.000015;
162, 0 7 16 169.835938 1.140034 162.000015;
163, 0 7 17 170.718918 1.125194 163.000015;
164, 0 7 18 171.613327 1.111058 164.000015;
165, 0 7 19 172.518814 1.097888 165.000015;
166, 0 7 20 173.434738 1.085908 166.;
167, 0 7 21 174.360199 1.075449 167.000015;
168, 0 7 22 175.29393 1.06678 168.000015;
169, 0 7 23 176.23436 1.060204 169.;
170, 0 7 24 177.179611 1.055998 170.;
171, 0 7 25 178.127869 1.052388 171.000015;
172, 0 7 26 179.080093 1.048365 172.000015;
173, 0 8 0 180.03479 1.04698 173.;
174, 0 8 1 180.989914 1.047057 174.000015;
175, 0 8 2 181.944809 1.0475 175.000015;
176, 0 8 3 182.899063 1.048325 176.;
177, 0 8 4 183.852478 1.049558 177.000015;
178, 0 8 5 184.804428 1.051514 178.000015;
179, 0 8 6 185.754288 1.054154 179.000015;
180, 0 8 7 186.701477 1.057397 180.;
181, 0 8 8 187.645554 1.061132 181.;
182, 0 8 9 188.586166 1.065228 182.000015;
183, 0 8 10 189.523041 1.069552 183.000015;
184, 0 8 11 190.45607 1.073975 184.000015;
185, 0 8 12 191.385284 1.078371 185.000015;
186, 0 8 13 192.310776 1.082633 186.000015;
187, 0 8 14 193.232697 1.086663 187.000015;
188, 0 8 15 194.151337 1.090358 188.;
189, 0 8 16 195.067001 1.093742 189.;
190, 0 8 17 195.980042 1.096701 190.000015;
191, 0 8 18 196.890793 1.099245 191.000015;
192, 0 8 19 197.799591 1.101366 192.000015;
193, 0 8 20 198.706802 1.1031 193.;
194, 0 8 21 199.612747 1.104464 194.;
195, 0 8 22 200.517685 1.105569 195.000015;
196, 0 8 23 201.421829 1.106415 196.000015;
197, 0 8 24 202.325378 1.107082 197.000015;
198, 0 8 25 203.228531 1.107296 198.000031;
199, 0 8 26 204.131607 1.107325 199.000015;
200, 0 9 0 205.034668 1.107327 200.;
201, 0 9 1 205.937759 1.107301 201.;
202, 0 9 2 206.840927 1.107046 202.;
203, 0 9 3 207.744537 1.106215 203.000015;
204, 0 9 4 208.649155 1.104427 204.000015;
205, 0 9 5 209.555435 1.102276 205.;
206, 0 9 6 210.46402 1.098639 206.000015;
207, 0 9 7 211.376419 1.092983 207.;
208, 0 9 8 212.294556 1.084977 208.000015;
209, 0 9 9 213.220566 1.074405 209.000015;
210, 0 9 10 214.156876 1.061162 210.000015;
211, 0 9 11 215.106216 1.045084 211.000015;
212, 0 9 12 216.07164 1.026111 212.000015;
213, 0 9 13 217.056534 1.004109 213.000015;
214, 0 9 14 218.064743 0.979179 214.000015;
215, 0 9 15 219.100525 0.95136 215.000015;
216, 0 9 16 220.16861 0.920814 216.;
217, 0 9 17 221.274399 0.88766 217.000015;
218, 0 9 18 222.423737 0.85236 218.000015;
219, 0 9 19 223.623062 0.815259 219.;
220, 0 9 20 224.879227 0.777039 220.000015;
221, 0 9 21 226.199142 0.738538 221.000015;
222, 0 9 22 227.589157 0.700823 222.;
223, 0 9 23 229.054214 0.665072 223.000015;
224, 0 9 24 230.596344 0.632781 224.;
225, 0 9 25 232.213318 0.605198 225.;
226, 0 9 26 233.897568 0.583416 226.000015;
227, 0 9 27 235.636642 0.567677 227.000015;
228, 0 9 28 237.41539 0.557527 228.;
229, 0 9 29 239.219574 0.551752 229.;
230, 0 9 30 241.034088 0.550758 230.000015;
231, 0 10 0 242.849945 0.55068 231.;
232, 0 10 1 244.648819 0.566201 232.;
233, 0 10 2 246.365585 0.600934 233.000015;
234, 0 10 3 247.968979 0.648765 234.000015;
235, 0 10 4 249.449722 0.703202 235.000015;
236, 0 10 5 250.818298 0.758769 236.000015;
237, 0 10 6 252.091293 0.812415 237.;
238, 0 10 7 253.285141 0.86267 238.000015;
239, 0 10 8 254.414017 0.908647 239.;
240, 0 10 9 255.489685 0.950147 240.000015;
241, 0 10 10 256.521759 0.987113 241.;
242, 0 10 11 257.518188 1.019535 242.000015;
243, 0 10 12 258.485443 1.047573 243.000015;
244, 0 10 13 259.428955 1.071552 244.000015;
245, 0 10 14 260.353302 1.091554 245.000015;
246, 0 10 15 261.262299 1.108038 246.000015;
247, 0 10 16 262.159271 1.121204 247.;
248, 0 10 17 263.046936 1.131451 248.;
249, 0 10 18 263.928101 1.136914 249.000015;
250, 0 10 19 264.806915 1.138591 250.000031;
251, 0 11 0 265.684998 1.138901 251.;
252, 0 11 1 266.563049 1.138864 252.000015;
253, 0 11 2 267.441193 1.13857 253.000015;
254, 0 11 3 268.319763 1.137739 254.000015;
255, 0 11 4 269.199493 1.135012 255.;
256, 0 11 5 270.082245 1.130505 256.000031;
257, 0 11 6 270.968903 1.12499 257.000031;
258, 0 11 7 271.860321 1.118361 258.;
259, 0 11 8 272.757538 1.110564 259.000031;
260, 0 11 9 273.66153 1.101597 260.;
261, 0 11 10 274.573395 1.091497 261.000031;
262, 0 11 11 275.494202 1.080346 262.;
263, 0 11 12 276.424957 1.068276 263.000031;
264, 0 11 13 277.366638 1.055449 264.;
265, 0 11 14 278.320099 1.042075 265.;
266, 0 11 15 279.286072 1.028384 266.;
267, 0 11 16 280.265015 1.014644 267.;
268, 0 11 17 281.257202 1.001155 268.;
269, 0 11 18 282.262634 0.988194 269.;
270, 0 11 19 283.280945 0.976051 270.000031;
271, 0 11 20 284.311371 0.965031 271.;
272, 0 11 21 285.352966 0.955364 272.000031;
273, 0 11 22 286.404297 0.947246 273.;
274, 0 11 23 287.463715 0.940823 274.;
275, 0 11 24 288.529419 0.936136 275.000031;
276, 0 11 25 289.599487 0.933163 276.;
277, 0 11 26 290.672028 0.931777 277.;
278, 0 11 27 291.745361 0.931792 278.;
279, 0 11 28 292.817963 0.932967 279.;
280, 0 11 29 293.889709 0.932877 280.;
281, 0 11 30 294.961761 0.932727 281.;
282, 0 12 0 296.033905 0.932714 282.;
283, 0 12 1 297.103729 0.939154 283.;
284, 0 12 2 298.156921 0.964872 284.;
285, 0 12 3 299.172668 1.005217 285.000031;
286, 0 12 4 300.146698 1.048527 286.;
287, 0 12 5 301.081482 1.090981 287.000031;
288, 0 12 6 301.981659 1.13037 288.000031;
289, 0 12 7 302.8526 1.165231 289.;
290, 0 12 8 303.699738 1.194833 290.;
291, 0 12 9 304.528015 1.218982 291.;
292, 0 12 10 305.341919 1.237506 292.000031;
293, 0 12 11 306.145386 1.250852 293.000031;
294, 0 12 12 306.941895 1.259394 294.;
295, 0 12 13 307.734436 1.263405 295.;
296, 0 12 14 308.525696 1.263626 296.000031;
297, 0 12 15 309.317841 1.26056 297.;
298, 0 12 16 310.112823 1.254865 298.;
299, 0 12 17 310.91217 1.247407 299.000031;
300, 0 12 18 311.713776 1.247577 300.000031;
301, 0 13 0 312.515289 1.247589 301.;
302, 0 13 1 313.329468 1.204088 302.;
303, 0 13 2 314.180786 1.144214 303.;
304, 0 13 3 315.08078 1.077883 304.;
305, 0 13 4 316.041107 1.005006 305.;
306, 0 13 5 317.074799 0.930702 306.;
307, 0 13 6 318.194275 0.857044 307.;
308, 0 13 7 319.412781 0.785926 308.;
309, 0 13 8 320.743073 0.719414 309.;
310, 0 13 9 322.195496 0.659748 310.;
311, 0 13 10 323.774597 0.609115 311.;
312, 0 13 11 325.475159 0.569299 312.;
313, 0 13 12 327.279755 0.541148 313.;
314, 0 13 13 329.160431 0.524125 314.;
315, 0 13 14 331.084869 0.516527 315.;
316, 0 13 15 333.023956 0.51585 316.;
317, 0 13 16 334.956207 0.519769 317.;
318, 0 13 17 336.870483 0.523607 318.;
319, 0 14 0 338.780365 0.523582 319.;
320, 0 14 1 340.690308 0.523595 320.;
321, 0 14 2 342.61142 0.517026 321.;
322, 0 14 3 344.555206 0.512564 322.;
323, 0 14 4 346.50705 0.513193 323.;
324, 0 14 5 348.442352 0.521918 324.;
325, 0 14 6 350.325989 0.542173 325.;
326, 0 14 7 352.117645 0.577033 326.;
327, 0 14 8 353.78244 0.627702 327.;
328, 0 14 9 355.300171 0.693566 328.;
329, 0 14 10 356.667542 0.772447 329.;
330, 0 14 11 357.893921 0.861338 330.;
331, 0 14 12 358.99823 0.952194 331.;
332, 0 15 0 360. 1.044776 332.;
333, 0 15 1 360.957245 1.044559 333.;
334, 0 15 2 361.914886 1.043763 334.;
335, 0 15 3 362.873596 1.042291 335.;
336, 0 15 4 363.833954 1.040089 336.;
337, 0 15 5 364.796722 1.03712 337.;
338, 0 15 6 365.762634 1.033357 338.;
339, 0 15 7 366.732391 1.02885 339.;
340, 0 15 8 367.706818 1.02353 340.;
341, 0 15 9 368.686737 1.017295 341.;
342, 0 15 10 369.673004 1.010305 342.;
343, 0 15 11 370.666656 1.002366 343.;
344, 0 15 12 371.66864 0.993474 344.;
345, 0 15 13 372.680054 0.983711 345.;
346, 0 15 14 373.702026 0.973067 346.;
347, 0 15 15 374.73584 0.961409 347.;
348, 0 15 16 375.782776 0.948774 348.;
349, 0 15 17 376.84433 0.935131 349.;
350, 0 15 18 377.922058 0.920476 350.;
351, 0 15 19 379.017731 0.904752 351.;
352, 0 15 20 380.133301 0.887898 352.;
353, 0 15 21 381.270874 0.869981 353.;
354, 0 15 22 382.432953 0.850942 354.;
355, 0 15 23 383.622192 0.83066 355.;
356, 0 15 24 384.841766 0.809127 356.;
357, 0 15 25 386.095276 0.786294 357.;
358, 0 15 26 387.38681 0.762071 358.;
359, 0 15 27 388.721283 0.73651 359.;
360, 0 15 28 390.104401 0.709406 360.;
361, 0 15 29 391.54303 0.680732 361.;
362, 0 15 30 393.045441 0.650417 362.;
363, 0 15 31 394.621796 0.618336 363.;
364, 0 15 32 396.284729 0.584379 364.;
365, 0 15 33 398.05011 0.548532 365.;
366, 0 15 34 399.938538 0.510646 366.;
367, 0 15 35 401.976715 0.470813 367.;
368, 0 15 36 404.200287 0.428976 368.;
369, 0 15 37 406.656952 0.38569 369.;
370, 0 15 38 409.409454 0.341856 370.;
371, 0 15 39 412.533234 0.299956 371.;
372, 0 15 40 416.086517 0.265646 372.;
373, 0 16 0 420. 0.25 373.;
