0, 1 1 0 0. 1. 0.;
1, 1 1 1 1. 1. 1.;
2, 1 1 2 2. 1. 2.;
3, 1 1 3 3. 1. 3.;
4, 1 1 4 4. 1. 4.;
5, 1 1 5 5. 1. 5.;
6, 1 1 6 6. 1. 6.;
7, 1 1 7 7. 1. 7.;
8, 1 1 8 8. 1. 8.;
9, 1 1 9 9. 1. 9.;
10, 1 1 10 10. 1. 10.000001;
11, 1 1 11 11. 1. 11.000001;
12, 1 1 12 12. 1. 12.000001;
13, 1 1 13 13. 1. 13.000001;
14, 1 1 14 14. 1. 14.000001;
15, 1 1 15 15. 1. 15.000001;
16, 1 1 16 16. 1. 16.;
17, 1 1 17 17. 1. 17.;
18, 1 1 18 18. 1. 18.;
19, 1 1 19 19. 1. 19.000002;
20, 1 1 20 20. 1. 20.000002;
21, 1 1 21 21. 1. 21.000002;
22, 1 1 22 22. 1. 22.000002;
23, 1 1 23 23. 1. 23.000002;
24, 1 1 24 24. 1. 24.000002;
25, 1 1 25 25. 1. 25.000002;
26, 1 1 26 26. 1. 26.000002;
27, 1 1 27 27. 1. 27.000002;
28, 1 1 28 28. 1. 28.000002;
29, 1 1 29 29. 1. 29.000002;
30, 1 1 30 30. 1. 30.000002;
31, 1 1 31 31. 1. 31.000002;
32, 1 1 32 32. 1.000004 32.;
33, 1 1 33 33. 0.999997 33.;
34, 1 1 34 34. 0.999997 34.;
35, 1 1 35 35. 0.999997 35.;
36, 1 1 36 36. 0.999997 36.;
37, 1 1 37 37. 0.999997 37.000004;
38, 1 1 38 38. 0.999997 38.000004;
39, 1 1 39 39. 0.999997 39.000004;
40, 1 1 40 40. 0.999997 40.000004;
41, 1 1 41 41. 0.999997 41.000004;
42, 1 1 42 42. 0.999997 42.000004;
43, 1 1 43 43. 0.999997 43.000004;
44, 1 1 44 44. 0.999997 44.000004;
45, 1 1 45 45. 0.999997 45.000004;
46, 1 1 46 46. 0.999997 46.000004;
47, 1 1 47 47. 0.999997 47.000004;
48, 1 1 48 48. 0.999997 48.000004;
49, 1 1 49 49. 0.999997 49.000004;
50, 1 1 50 50. 0.999997 50.000004;
51, 1 1 51 51. 0.999997 51.000004;
52, 1 1 52 52. 0.999997 52.000004;
53, 1 1 53 53. 0.999997 53.000004;
54, 1 1 54 54. 1. 54.000004;
55, 1 1 55 55. 1. 55.000004;
56, 1 1 56 56. 1. 56.000004;
57, 1 1 57 57. 1. 57.000004;
58, 1 1 58 58. 1. 58.000004;
59, 1 1 59 59. 1. 59.000004;
60, 1 2 0 60. 1. 60.;
61, 1 2 1 60.994263 1.011572 61.000015;
62, 1 2 2 61.977257 1.023013 62.000008;
63, 1 2 3 62.949387 1.034328 63.000008;
64, 1 2 4 63.910385 1.047642 64.000008;
65, 1 2 5 64.858437 1.061893 65.;
66, 1 2 6 65.79406 1.075701 66.000015;
67, 1 2 7 66.717911 1.089109 67.000015;
68, 1 2 8 67.630638 1.102098 68.000008;
69, 1 2 9 68.532814 1.114742 69.000015;
70, 1 2 10 69.424965 1.127008 70.000023;
71, 1 2 11 70.307594 1.138925 71.000015;
72, 1 2 12 71.18116 1.150507 72.000008;
73, 1 2 13 72.046097 1.161768 73.000008;
74, 1 2 14 72.902809 1.172698 74.;
75, 1 2 15 73.751678 1.183345 75.;
76, 1 2 16 74.593063 1.193719 76.000023;
77, 1 2 17 75.427254 1.203791 77.000023;
78, 1 2 18 76.254578 1.213589 78.000008;
79, 1 2 19 77.075348 1.223125 79.000008;
80, 1 2 20 77.889839 1.232401 80.000008;
81, 1 2 21 78.698296 1.241425 81.000008;
82, 1 2 22 79.500999 1.250207 82.000023;
83, 1 2 23 80.298119 1.258755 83.;
84, 1 2 24 81.089958 1.267065 84.000023;
85, 1 2 25 81.876663 1.275154 85.000023;
86, 1 2 26 82.658455 1.28302 86.000008;
87, 1 2 27 83.435555 1.290651 87.000015;
88, 1 2 28 84.208115 1.298115 88.000015;
89, 1 2 29 84.976326 1.305331 89.000015;
90, 1 2 30 85.740341 1.312379 90.000008;
91, 1 2 31 86.500343 1.319197 91.000015;
92, 1 2 32 87.256462 1.325837 92.000015;
93, 1 2 33 88.008865 1.332303 93.000031;
94, 1 2 34 88.757668 1.338549 94.;
95, 1 2 35 89.503036 1.344652 95.000008;
96, 1 2 36 90.244873 1.352017 96.;
97, 1 2 37 90.982178 1.360598 97.000008;
98, 1 2 38 91.714851 1.369125 98.000008;
99, 1 2 39 92.442993 1.3776 99.000008;
100, 1 3 0 93.166672 1.386023 100.;
101, 1 3 1 93.888184 1.385919 101.000008;
102, 1 3 2 94.609863 1.385257 102.000008;
103, 1 3 3 95.33213 1.383608 103.000008;
104, 1 3 4 96.055603 1.38064 104.000023;
105, 1 3 5 96.781021 1.376096 105.000015;
106, 1 3 6 97.509323 1.369539 106.000023;
107, 1 3 7 98.241928 1.360103 107.000015;
108, 1 3 8 98.980179 1.348713 108.000023;
109, 1 3 9 99.725258 1.335252 109.000015;
110, 1 3 10 100.478477 1.319682 110.000008;
111, 1 3 11 101.241249 1.302041 111.000008;
112, 1 3 12 102.015038 1.282322 112.;
113, 1 3 13 102.801476 1.260588 113.000023;
114, 1 3 14 103.602219 1.236831 114.000023;
115, 1 3 15 104.419113 1.211243 115.000015;
116, 1 3 16 105.254105 1.183853 116.000015;
117, 1 3 17 106.10923 1.154852 117.;
118, 1 3 18 106.98671 1.124373 118.000023;
119, 1 3 19 107.888779 1.092694 119.;
120, 1 3 20 108.817871 1.059998 120.000008;
121, 1 3 21 109.776398 1.026645 121.000015;
122, 1 3 22 110.766777 0.99292 122.;
123, 1 3 23 111.791428 0.95924 123.000023;
124, 1 3 24 112.852425 0.926089 124.000015;
125, 1 3 25 113.951584 0.893884 125.000008;
126, 1 3 26 115.090134 0.863213 126.;
127, 1 3 27 116.268547 0.834568 127.000008;
128, 1 3 28 117.486259 0.808484 128.000015;
129, 1 3 29 118.741539 0.785437 129.;
130, 1 3 30 120.031448 0.765738 130.;
131, 1 3 31 121.351814 0.749669 131.;
132, 1 3 32 122.697525 0.737174 132.;
133, 1 3 33 124.062973 0.728143 133.000015;
134, 1 3 34 125.44236 0.722252 134.;
135, 1 3 35 126.830452 0.718998 135.000015;
136, 1 3 36 128.222656 0.717854 136.;
137, 1 3 37 129.615417 0.71833 137.;
138, 1 3 38 131.006195 0.719813 138.000015;
139, 1 3 39 132.395737 0.719564 139.000015;
140, 1 3 40 133.785507 0.719514 140.;
141, 1 4 0 135.175339 0.719512 141.;
142, 1 4 1 136.558929 0.729565 142.000015;
143, 1 4 2 137.905533 0.758113 143.000015;
144, 1 4 3 139.192291 0.797964 144.;
145, 1 4 4 140.411407 0.843496 145.000015;
146, 1 4 5 141.565308 0.89003 146.000015;
147, 1 4 6 142.661331 0.934624 147.000015;
148, 1 4 7 143.708023 0.975754 148.000015;
149, 1 4 8 144.713577 1.012635 149.;
150, 1 4 9 145.685287 1.044999 150.;
151, 1 4 10 146.629349 1.072866 151.;
152, 1 4 11 147.551071 1.096375 152.000015;
153, 1 4 12 148.45488 1.115872 153.000015;
154, 1 4 13 149.344482 1.131694 154.000015;
155, 1 4 14 150.223038 1.144258 155.;
156, 1 4 15 151.093124 1.153927 156.;
157, 1 4 16 151.956863 1.16119 157.000015;
158, 1 4 17 152.815979 1.166473 158.000015;
159, 1 4 18 153.671799 1.170218 159.;
160, 1 4 19 154.525299 1.172829 160.;
161, 1 4 20 155.377228 1.174691 161.000015;
162, 1 4 21 156.228165 1.175389 162.000031;
163, 1 4 22 157.078888 1.175469 163.;
164, 1 5 0 157.929611 1.175475 164.;
165, 1 5 1 158.780365 1.175337 165.000015;
166, 1 5 2 159.631516 1.174083 166.;
167, 1 5 3 160.483902 1.172065 167.;
168, 1 5 4 161.338882 1.166288 168.;
169, 1 5 5 162.20018 1.154767 169.000015;
170, 1 5 6 163.072601 1.136491 170.;
171, 1 5 7 163.96225 1.110343 171.;
172, 1 5 8 164.876663 1.075495 172.;
173, 1 5 9 165.825348 1.031402 173.000015;
